solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat
1636042515805110273,"Gaia EDR3 1099511693312",1099511693312,1662043069,2016.0,44.96654617792031,0.23824394,0.046308658367763794,0.21918632,-0.34477833608585473,0.2700788,-1.2765841,6.071373,3.0903498822519984,0.32522404,-5.226022011190206,0.28348866,0.09710228,0.12457562,-0.07301473,0.03629188,-0.20795536,0.001679735,-0.19955136,0.095416084,0.0722195,0.18470469,208,0,207,1,1.2525437,234.9937,0.23898672,0.117066234,95,False,,1.51471,0.07191924,-0.17294256,-0.013882813,-0.08088168,-0.11809847,-0.051984046,24,16,0.46835765,24,10,0,0.013450005,71.0591,0,0,1.0614251,0.2385392,0.1535657,0.27265504,0.86074245,-65.46988,-14.271016,-48.354267,29.73214,False,206,369.5873767738002,1.216983,303.6915,19.268074,20,142.20064779369272,10.141344,14.021873,19.956287,20,302.47722868003376,11.961212,25.288176,18.546164,0,2,0,1,0,1.2031739,1.4101238,0.68821335,0.7219105,,,0,,,,176.8752537426566,-48.89458812177406,42.51666053747898,-16.281988535285933
1636042515805110273,"Gaia EDR3 1275606125952",1275606125952,1091191416,2016.0,44.993270784169155,0.044207256,0.07633404499591856,0.037413534,0.6296499872212442,0.0480792,13.096099,6.749295,-1.4354337293932473,0.05779658,-6.594885755987001,0.046561327,0.017531538,0.15331538,-0.041159563,-0.02230982,-0.19973202,-0.025520978,-0.18153821,-0.0039606066,6.9630594E-5,0.075942636,204,0,204,0,0.22948465,211.85617,0.0679066,0.30813953,31,False,1.5075005,,,,,,,,24,15,0.08034339,24,10,0,0.019139638,149.57747,0,0,1.0098441,0.20883662,0.20302725,0.30122048,0.84553945,-73.91511,-2.6010761,-45.711555,29.540922,False,201,6031.684729758614,3.7787752,1596.2009,16.23627,21,2954.204025222018,15.563785,189.8127,16.662441,20,4378.056173763009,17.483109,250.41635,15.644692,0,2,0,2,0,1.2156239,1.0177488,0.42617035,0.5915785,,,0,,,,176.87062873355376,-48.85450727416134,42.552445474053975,-16.26111514698619
1636042515805110273,"Gaia EDR3 1340029955712",1340029955712,1780291521,2016.0,44.96907662980059,0.096023016,0.08442520281043711,0.0837413,0.41561559118591507,0.10500272,3.958141,3.2394373,1.791815582415574,0.12712158,-2.698768383134208,0.10867081,0.035133976,0.15443319,-0.12767796,0.025912596,-0.17244767,0.010919999,-0.1923609,0.05179944,0.018376857,0.1363771,227,0,226,1,1.1573555,256.30878,0.20859814,0.57073706,31,False,1.4562098,,,,,,,,26,16,0.17997627,26,11,0,0.039331194,164.3512,0,0,1.0540165,0.2086801,0.17960745,0.25595427,0.8595212,-65.02632,-2.223703,-48.61881,29.338928,False,223,1457.2460121982576,1.930476,754.8636,17.778534,22,637.5121326217086,9.904878,64.36346,18.327322,24,1177.34455032691,12.458703,94.49977,17.070637,0,1,0,2,0,1.2454017,1.2566853,0.5487881,0.7078972,,,0,,,,176.83623478195324,-48.86628915286333,42.530820765168045,-16.24628854026934
1636042515805110273,"Gaia EDR3 1340029956224",1340029956224,1372917005,2016.0,44.97846156970949,0.15832809,0.09257928817288391,0.13882695,0.3110649412264279,0.17188552,1.8097216,1.2911962,0.1506681021660986,0.21390887,-1.282375409893367,0.18137261,0.02967834,0.0780559,-0.18741693,0.04457513,-0.16285025,0.029730182,-0.23563503,0.07221534,0.0012580733,0.13400373,218,0,218,0,0.4398349,230.9626,0.0,0.0,31,False,1.4068816,,,,,,,,25,15,0.30313274,25,11,0,0.006299807,121.94079,0,0,1.01981,0.17542152,0.20576508,0.23215088,0.85707945,-68.81077,3.7349813,-47.34058,29.026287,False,215,674.3802890264335,1.5014194,449.16183,18.615105,17,256.3343397444646,10.225347,25.068523,19.316525,19,536.6957789003462,11.167065,48.060596,17.923574,0,3,0,2,0,1.1759391,1.39295,0.70141983,0.6915302,,,0,,,,176.83723374693486,-48.8538740790465,42.54265594351691,-16.241243289579426
1636042515805110273,"Gaia EDR3 1374389600384",1374389600384,708335089,2016.0,44.932802106149424,0.13405186,0.06480894307270345,0.116464846,1.7650550406017367,0.14989038,11.775639,11.373369,5.092345091384519,0.17400531,-10.169638649405274,0.14390641,0.012303141,0.1726108,-0.06496814,0.059556037,-0.20390691,0.035888158,-0.14015855,0.07941218,0.050555214,0.07260491,237,0,236,1,-1.963938,199.77853,0.0,0.0,31,True,1.2888188,,,,,,,,27,16,0.24213506,27,11,0,0.046150215,65.5374,0,0,0.9086372,0.21830778,0.20200518,0.28883445,0.8636228,-77.12932,3.91698,-47.065266,29.11508,False,233,849.1830497115145,1.5339631,553.58765,18.364864,24,174.8028102530512,8.37604,20.869385,19.732172,26,962.1708521083773,8.57319,112.23021,17.289764,0,0,0,1,0,1.338903,2.4424076,1.3673077,1.0751,,,0,,,,176.81934898907144,-48.906005037340215,42.48870623058961,-16.25440588954115
1636042515805110273,"Gaia EDR3 1511828647680",1511828647680,1090162692,2016.0,44.95265152874727,0.21755174,0.08495205087426602,0.19643891,-0.09799289925640556,0.24349307,-0.40244636,4.8493433,4.773787437129428,0.29786465,0.8526916336935201,0.25094223,0.05227426,0.093906306,-0.12592436,0.05479708,-0.20324056,0.030277472,-0.2034156,0.096685514,0.06007709,0.11903893,237,0,236,1,-1.171653,216.60234,0.0,0.0,31,False,1.5621872,,,,,,,,27,16,0.41934535,27,11,0,0.009451518,137.80165,0,0,0.94457185,0.20464833,0.19825464,0.27621907,0.8619098,-77.02569,2.8097408,-46.757626,29.14382,False,233,390.3634101307375,1.1163306,349.68442,19.208694,24,238.9278798902877,12.190194,19.600006,19.392876,22,281.8028249800396,16.451263,17.129555,18.623032,0,1,0,2,0,1.3339639,0.76984406,0.18418121,0.58566284,,,0,,,,176.81830465467084,-48.877733634298856,42.51462532026595,-16.240969570386703
1636042515805110273,"Gaia EDR3 1619203481984",1619203481984,1566141232,2016.0,44.95115803041135,0.11489181,0.10531247613400328,0.092665374,1.7172992921993269,0.11708278,14.667395,18.377512,13.217855646757254,0.15483287,12.767977485493745,0.11529025,-0.10194003,0.12885134,-0.26817575,0.17114455,-0.19460984,0.16064924,-0.19148935,0.05554392,0.046069436,-0.09006234,229,0,224,5,-0.09883537,226.36523,0.2717901,0.8230513,31,False,1.2836995,,,,,,,,26,16,0.21913311,26,11,0,0.014332649,110.389854,0,0,0.9937619,0.19364144,0.2579131,0.27664497,0.8563101,-81.96813,9.220485,-45.121784,29.153976,False,219,1329.8584660892113,1.9149755,694.45197,17.877853,24,280.1407226446208,8.440962,33.188248,19.220102,21,1573.835843510322,13.714526,114.75685,16.755497,0,3,0,0,0,1.3941157,2.4646053,1.3422489,1.1223564,,,0,,,,176.79447406087172,-48.8646537946501,42.519355519308434,-16.221066034883595
1636042515805110273,"Gaia EDR3 1653563247744",1653563247744,1799146715,2016.0,44.99606230474708,0.043179955,0.08491778897415135,0.0377078,0.30131527213760234,0.047155447,6.3898296,20.935026,14.856952796063409,0.05653121,-14.749449357422122,0.048308246,0.042022184,0.15669674,-0.06180716,-0.07900187,-0.15613894,-0.073310845,-0.15285419,-0.043336827,0.014695989,0.03997382,202,0,199,3,0.63775235,214.9784,0.099841915,0.6797231,31,False,1.571292,,,,,,,,23,16,0.078483224,23,10,0,0.018846372,136.43791,0,0,1.0308149,0.20176394,0.15793094,0.2690845,0.87972486,-74.72945,-7.169383,-49.829,28.534624,False,197,6537.695942036193,3.7218626,1756.5657,16.148806,21,3639.244623167786,19.61796,185.50577,16.436014,19,4231.281481022582,13.291231,318.35135,15.681716,0,3,0,2,0,1.2038685,0.7542982,0.28720856,0.46708965,,,0,,,,176.86419057323005,-48.84653698494284,42.55784554958086,-16.25372611031171
1636042515805110273,"Gaia EDR3 1683627775360",1683627775360,185097930,2016.0,45.013788337793514,0.3412455,0.08773432698874072,0.3122817,2.9376796986866123,0.38390875,7.6520257,32.155228,-5.36992368243839,0.48353592,-31.703669953864814,0.4091962,0.08625187,0.09786228,-0.05790265,0.09048761,-0.2071722,0.05736524,-0.14025691,0.107730955,0.06055413,0.17033894,209,0,208,1,-0.5931045,220.94754,0.0,0.0,95,False,,1.0763973,0.09830523,-0.114164695,-0.00793799,-0.05583018,-0.12535648,-0.09383369,24,16,0.68888277,24,10,0,0.052616302,158.25928,0,0,0.96900415,0.2561872,0.16608338,0.3092954,0.8513709,-66.77779,-12.223677,-49.360733,29.403263,False,203,228.43788689936977,1.0193028,224.1119,19.790447,12,41.398949357300616,9.3158655,4.4439187,21.296068,17,317.46107744773167,11.073371,28.668875,18.49367,0,1,0,1,0,1.5709305,2.8023987,1.505621,1.2967777,,,0,,,,176.87981673068424,-48.83182751531026,42.57635903464623,-16.256226112453692
1636042515805110273,"Gaia EDR3 1717987078400",1717987078400,222998948,2016.0,44.98309734471892,0.16068149,0.09640645832988629,0.14490694,2.7367159160633827,0.17841817,15.338774,14.770221,2.7031271619485757,0.21807563,-14.520761539059677,0.18491341,0.07472117,0.1078753,-0.14565209,0.053458534,-0.1670114,0.046779558,-0.19464372,0.067384295,0.035748687,0.15527137,211,0,210,1,-1.6899631,225.55008,0.20050569,0.20059653,95,False,,1.1166438,0.046840165,-0.06460931,-0.051463306,-0.0800577,-0.12249996,-0.01685062,24,16,0.31002954,24,10,0,0.017960072,159.78165,0,0,0.9159248,0.23936273,0.15536572,0.27342117,0.85889024,-65.00193,-16.740282,-48.247776,29.825163,False,207,653.0111365438981,1.6246066,401.95032,18.650064,19,125.10427068321398,11.716241,10.677851,20.095362,20,871.0756987417084,12.082568,72.09359,17.397757,0,2,0,0,0,1.5255176,2.6976051,1.4452972,1.2523079,,,0,,,,176.83794624758525,-48.84788093533632,42.548440578810926,-16.23894270538447
